id,text,user_age,platform,toxicity_score,label
4557,You should just quit social media.,10,Twitter,0.54,1
4558,"You're so ugly, no one likes you!",15,Facebook,0.61,1
4559,That's a cool picture!,16,Facebook,0.09,0
4560,I love your new post!,10,Instagram,0.28,0
4561,"That was a fun game, well played!",11,Twitter,0.01,0
4562,"That was a fun game, well played!",14,Snapchat,0.16,0
4563,"Hey, how's your day going?",15,TikTok,0.04,0
4564,"Hey, how's your day going?",11,Twitter,0.36,0
4565,Let's meet up this weekend.,12,Snapchat,0.29,0
4566,That's a cool picture!,12,Instagram,0.19,0
4567,I can't believe how dumb you are.,14,Twitter,0.92,1
4568,Happy birthday! Hope you have a great day.,10,Snapchat,0.09,0
4569,That's a cool picture!,12,Instagram,0.37,0
4570,Nobody wants to be your friend.,17,Snapchat,0.94,1
4571,You should just quit social media.,17,Twitter,0.55,1
4572,Let's meet up this weekend.,12,Instagram,0.33,0
4573,Let's meet up this weekend.,15,Facebook,0.1,0
4574,Let's meet up this weekend.,12,TikTok,0.35,0
4575,Happy birthday! Hope you have a great day.,13,Instagram,0.11,0
4576,"Nice post! Just kidding, it's terrible.",14,Facebook,0.71,1
4577,"That was a fun game, well played!",17,Facebook,0.09,0
4578,"You're such a loser, go away!",13,Facebook,0.66,1
4579,Happy birthday! Hope you have a great day.,15,Facebook,0.32,0
4580,"You're so ugly, no one likes you!",14,Facebook,0.65,1
4581,"You're so ugly, no one likes you!",13,TikTok,0.61,1
4582,That's a cool picture!,10,Twitter,0.26,0
4583,I can't believe how dumb you are.,17,TikTok,0.79,1
4584,You should just quit social media.,15,Snapchat,0.5,1
4585,Good luck on your exam tomorrow!,16,Twitter,0.19,0
4586,"You're worthless, just disappear.",15,TikTok,0.89,1
4587,"You're worthless, just disappear.",11,Facebook,0.76,1
4588,Let's meet up this weekend.,16,Twitter,0.21,0
4589,"Hey, how's your day going?",18,Instagram,0.05,0
4590,"You're worthless, just disappear.",13,TikTok,0.67,1
4591,I love your new post!,15,Facebook,0.38,0
4592,Let's meet up this weekend.,13,Twitter,0.04,0
4593,That's a cool picture!,14,TikTok,0.32,0
4594,I can't believe how dumb you are.,12,Twitter,0.62,1
4595,"Nice post! Just kidding, it's terrible.",18,Instagram,0.93,1
4596,Good luck on your exam tomorrow!,15,Instagram,0.19,0
4597,I love your new post!,13,Twitter,0.14,0
4598,I can't believe how dumb you are.,13,TikTok,0.56,1
4599,"You're so ugly, no one likes you!",11,Facebook,0.67,1
4600,Let's meet up this weekend.,17,Facebook,0.25,0
4601,Good luck on your exam tomorrow!,11,TikTok,0.2,0
4602,I love your new post!,18,Twitter,0.11,0
4603,That's a cool picture!,16,Instagram,0.37,0
4604,"You're so ugly, no one likes you!",12,Twitter,0.66,1
4605,You should just quit social media.,10,Facebook,0.94,1
4606,"Nice post! Just kidding, it's terrible.",18,Snapchat,0.85,1
4607,Nobody wants to be your friend.,15,Instagram,0.97,1
4608,"That was a fun game, well played!",12,Twitter,0.19,0
4609,You should just quit social media.,15,Twitter,0.78,1
4610,"You're so ugly, no one likes you!",14,Snapchat,0.93,1
4611,That's a cool picture!,17,Twitter,0.35,0
4612,"You're so ugly, no one likes you!",17,Instagram,0.53,1
4613,"Nice post! Just kidding, it's terrible.",11,TikTok,1.0,1
4614,"Nice post! Just kidding, it's terrible.",10,Instagram,0.75,1
4615,Let's meet up this weekend.,12,Instagram,0.37,0
4616,"You're such a loser, go away!",11,Snapchat,0.71,1
4617,"You're so ugly, no one likes you!",17,Twitter,0.64,1
4618,Happy birthday! Hope you have a great day.,16,Instagram,0.19,0
4619,"You're worthless, just disappear.",10,Twitter,0.79,1
4620,"That was a fun game, well played!",14,Snapchat,0.38,0
4621,I love your new post!,13,Instagram,0.34,0
4622,"Nice post! Just kidding, it's terrible.",14,TikTok,0.88,1
4623,You should just quit social media.,12,Snapchat,0.94,1
4624,That's a cool picture!,15,Snapchat,0.37,0
4625,"Hey, how's your day going?",11,Twitter,0.34,0
4626,I can't believe how dumb you are.,17,TikTok,0.84,1
4627,"You're such a loser, go away!",15,Snapchat,0.91,1
4628,I love your new post!,16,Instagram,0.28,0
4629,Good luck on your exam tomorrow!,14,Instagram,0.04,0
4630,You should just quit social media.,18,TikTok,0.84,1
4631,"Nice post! Just kidding, it's terrible.",15,Twitter,1.0,1
4632,"You're such a loser, go away!",17,Instagram,0.92,1
4633,Happy birthday! Hope you have a great day.,11,Twitter,0.07,0
4634,Let's meet up this weekend.,13,TikTok,0.37,0
4635,"Nice post! Just kidding, it's terrible.",15,Snapchat,0.95,1
4636,"You're worthless, just disappear.",10,TikTok,0.78,1
4637,"You're so ugly, no one likes you!",12,Twitter,0.97,1
4638,Good luck on your exam tomorrow!,14,Instagram,0.17,0
4639,Nobody wants to be your friend.,17,TikTok,0.74,1
4640,"You're so ugly, no one likes you!",16,Facebook,0.51,1
4641,That's a cool picture!,15,Snapchat,0.05,0
4642,I love your new post!,14,Twitter,0.23,0
4643,Let's meet up this weekend.,16,Snapchat,0.15,0
4644,"Nice post! Just kidding, it's terrible.",14,Facebook,0.62,1
4645,"Nice post! Just kidding, it's terrible.",11,Instagram,0.96,1
4646,"Hey, how's your day going?",12,Snapchat,0.3,0
4647,That's a cool picture!,15,Snapchat,0.1,0
4648,Happy birthday! Hope you have a great day.,10,Facebook,0.02,0
4649,I can't believe how dumb you are.,14,Twitter,0.69,1
4650,Happy birthday! Hope you have a great day.,11,Instagram,0.18,0
4651,Good luck on your exam tomorrow!,15,Instagram,0.21,0
4652,I can't believe how dumb you are.,10,TikTok,0.51,1
4653,I can't believe how dumb you are.,12,Twitter,1.0,1
4654,"You're such a loser, go away!",10,Snapchat,0.63,1
4655,That's a cool picture!,10,Twitter,0.1,0
4656,Let's meet up this weekend.,12,Twitter,0.15,0
4657,"Nice post! Just kidding, it's terrible.",16,Instagram,0.66,1
4658,"Nice post! Just kidding, it's terrible.",13,Instagram,0.57,1
4659,"You're such a loser, go away!",15,Instagram,0.57,1
4660,Happy birthday! Hope you have a great day.,13,TikTok,0.1,0
4661,Nobody wants to be your friend.,14,Instagram,0.64,1
4662,I can't believe how dumb you are.,17,Instagram,0.65,1
4663,That's a cool picture!,13,TikTok,0.4,0
4664,You should just quit social media.,10,Snapchat,0.84,1
4665,Nobody wants to be your friend.,17,TikTok,0.93,1
4666,Good luck on your exam tomorrow!,17,Facebook,0.14,0
4667,Let's meet up this weekend.,15,Twitter,0.38,0
4668,"Hey, how's your day going?",12,Facebook,0.34,0
4669,I can't believe how dumb you are.,13,Twitter,0.95,1
4670,I love your new post!,18,Facebook,0.32,0
4671,I can't believe how dumb you are.,15,Facebook,0.89,1
4672,Nobody wants to be your friend.,15,Twitter,0.7,1
4673,I can't believe how dumb you are.,12,Facebook,0.59,1
4674,That's a cool picture!,13,Facebook,0.06,0
4675,Good luck on your exam tomorrow!,11,TikTok,0.25,0
4676,Good luck on your exam tomorrow!,11,TikTok,0.25,0
4677,"Nice post! Just kidding, it's terrible.",16,Twitter,0.54,1
4678,Nobody wants to be your friend.,15,TikTok,0.89,1
4679,Happy birthday! Hope you have a great day.,13,TikTok,0.1,0
4680,You should just quit social media.,14,Instagram,0.84,1
4681,That's a cool picture!,17,Facebook,0.28,0
4682,"You're so ugly, no one likes you!",17,TikTok,0.69,1
4683,Let's meet up this weekend.,17,Twitter,0.19,0
4684,Let's meet up this weekend.,16,Snapchat,0.29,0
4685,"Nice post! Just kidding, it's terrible.",17,Twitter,0.64,1
4686,I can't believe how dumb you are.,15,TikTok,0.62,1
4687,"You're so ugly, no one likes you!",17,TikTok,0.8,1
4688,Nobody wants to be your friend.,12,Twitter,0.66,1
4689,Happy birthday! Hope you have a great day.,13,Instagram,0.31,0
4690,"You're such a loser, go away!",17,Twitter,0.74,1
4691,Let's meet up this weekend.,11,Facebook,0.29,0
4692,I love your new post!,18,TikTok,0.21,0
4693,"That was a fun game, well played!",12,Snapchat,0.14,0
4694,You should just quit social media.,12,Facebook,0.91,1
4695,"Hey, how's your day going?",10,Snapchat,0.05,0
4696,"You're such a loser, go away!",10,Snapchat,0.92,1
4697,"That was a fun game, well played!",10,Instagram,0.17,0
4698,"You're so ugly, no one likes you!",18,Instagram,0.92,1
4699,Happy birthday! Hope you have a great day.,16,Facebook,0.17,0
4700,"You're so ugly, no one likes you!",18,TikTok,0.91,1
4701,"You're so ugly, no one likes you!",11,Facebook,0.67,1
4702,I love your new post!,12,Instagram,0.01,0
4703,Good luck on your exam tomorrow!,14,Snapchat,0.04,0
4704,That's a cool picture!,12,TikTok,0.05,0
4705,"That was a fun game, well played!",18,Snapchat,0.21,0
4706,You should just quit social media.,15,Facebook,0.91,1
4707,"Hey, how's your day going?",18,Facebook,0.3,0
4708,Let's meet up this weekend.,16,Snapchat,0.12,0
4709,Nobody wants to be your friend.,11,Facebook,0.71,1
4710,Let's meet up this weekend.,14,Snapchat,0.35,0
4711,I can't believe how dumb you are.,13,Snapchat,0.71,1
4712,"That was a fun game, well played!",10,Snapchat,0.21,0
4713,"That was a fun game, well played!",11,Instagram,0.15,0
4714,"That was a fun game, well played!",11,TikTok,0.16,0
4715,Nobody wants to be your friend.,14,Snapchat,0.97,1
4716,"You're such a loser, go away!",17,Snapchat,0.99,1
4717,"Hey, how's your day going?",16,Twitter,0.35,0
4718,Nobody wants to be your friend.,13,Snapchat,1.0,1
4719,I love your new post!,13,Facebook,0.21,0
4720,Good luck on your exam tomorrow!,18,Facebook,0.27,0
4721,"Hey, how's your day going?",18,Twitter,0.04,0
4722,I can't believe how dumb you are.,16,Snapchat,0.92,1
4723,"That was a fun game, well played!",14,Instagram,0.39,0
4724,Happy birthday! Hope you have a great day.,15,Instagram,0.02,0
4725,"Nice post! Just kidding, it's terrible.",18,TikTok,0.76,1
4726,"You're so ugly, no one likes you!",13,Instagram,0.87,1
4727,"You're so ugly, no one likes you!",12,Facebook,0.93,1
4728,I love your new post!,16,Facebook,0.4,0
4729,I love your new post!,16,Twitter,0.16,0
4730,Good luck on your exam tomorrow!,17,Instagram,0.05,0
4731,I love your new post!,14,TikTok,0.12,0
4732,"That was a fun game, well played!",15,Snapchat,0.09,0
4733,"You're worthless, just disappear.",14,Instagram,0.54,1
4734,I can't believe how dumb you are.,18,Instagram,0.5,1
4735,"You're such a loser, go away!",18,TikTok,0.73,1
4736,"You're worthless, just disappear.",11,Facebook,0.57,1
4737,"Nice post! Just kidding, it's terrible.",10,Instagram,0.62,1
4738,I love your new post!,18,Instagram,0.15,0
4739,You should just quit social media.,12,TikTok,0.98,1
4740,"You're such a loser, go away!",15,Snapchat,0.7,1
4741,"Hey, how's your day going?",16,Instagram,0.11,0
4742,"You're so ugly, no one likes you!",10,TikTok,0.98,1
4743,"You're so ugly, no one likes you!",11,Twitter,0.67,1
4744,Happy birthday! Hope you have a great day.,15,Twitter,0.16,0
4745,I love your new post!,18,TikTok,0.21,0
4746,"You're worthless, just disappear.",13,Twitter,0.91,1
4747,I love your new post!,10,Snapchat,0.35,0
4748,Let's meet up this weekend.,14,Twitter,0.01,0
4749,I love your new post!,12,Twitter,0.13,0
4750,"You're such a loser, go away!",10,Instagram,0.57,1
4751,I love your new post!,17,Snapchat,0.14,0
4752,"That was a fun game, well played!",14,Snapchat,0.23,0
4753,Happy birthday! Hope you have a great day.,13,Instagram,0.08,0
4754,"That was a fun game, well played!",17,Facebook,0.3,0
4755,You should just quit social media.,12,TikTok,0.87,1
4756,"You're so ugly, no one likes you!",16,Snapchat,0.56,1
4757,"Nice post! Just kidding, it's terrible.",18,Instagram,0.88,1
4758,I can't believe how dumb you are.,14,Facebook,0.94,1
4759,"Nice post! Just kidding, it's terrible.",18,TikTok,0.72,1
4760,That's a cool picture!,17,Snapchat,0.35,0
4761,I love your new post!,14,Facebook,0.01,0
4762,"You're such a loser, go away!",14,Twitter,0.79,1
4763,I love your new post!,15,TikTok,0.31,0
4764,Happy birthday! Hope you have a great day.,16,Facebook,0.2,0
4765,"You're worthless, just disappear.",15,Twitter,0.88,1
4766,You should just quit social media.,15,Twitter,1.0,1
4767,"That was a fun game, well played!",17,Facebook,0.08,0
4768,You should just quit social media.,17,Instagram,0.54,1
4769,Let's meet up this weekend.,10,TikTok,0.18,0
4770,"You're so ugly, no one likes you!",12,Facebook,0.61,1
4771,Let's meet up this weekend.,13,Snapchat,0.15,0
4772,That's a cool picture!,15,Instagram,0.05,0
4773,Good luck on your exam tomorrow!,16,Facebook,0.34,0
4774,You should just quit social media.,16,Snapchat,0.6,1
4775,"Nice post! Just kidding, it's terrible.",14,Snapchat,0.73,1
4776,Nobody wants to be your friend.,10,Facebook,0.56,1
4777,Nobody wants to be your friend.,17,Snapchat,0.71,1
4778,"You're so ugly, no one likes you!",12,TikTok,0.95,1
4779,"You're such a loser, go away!",13,Facebook,0.57,1
4780,"You're worthless, just disappear.",16,Twitter,0.94,1
4781,"Nice post! Just kidding, it's terrible.",17,TikTok,0.53,1
4782,I can't believe how dumb you are.,11,Facebook,0.68,1
4783,Let's meet up this weekend.,14,Snapchat,0.12,0
4784,Let's meet up this weekend.,11,TikTok,0.33,0
4785,"You're so ugly, no one likes you!",10,Facebook,0.56,1
4786,Let's meet up this weekend.,13,Instagram,0.16,0
4787,You should just quit social media.,16,Facebook,0.87,1
4788,"You're such a loser, go away!",17,Snapchat,0.94,1
4789,Let's meet up this weekend.,13,Instagram,0.3,0
4790,"That was a fun game, well played!",18,Instagram,0.32,0
4791,"You're worthless, just disappear.",18,Twitter,0.74,1
4792,I can't believe how dumb you are.,10,Instagram,0.56,1
4793,Happy birthday! Hope you have a great day.,12,Instagram,0.25,0
4794,You should just quit social media.,18,Snapchat,0.66,1
4795,"You're so ugly, no one likes you!",13,Instagram,0.73,1
4796,"You're so ugly, no one likes you!",10,TikTok,0.7,1
4797,"You're so ugly, no one likes you!",10,TikTok,0.91,1
4798,That's a cool picture!,17,Twitter,0.17,0
4799,"That was a fun game, well played!",13,TikTok,0.07,0
4800,Happy birthday! Hope you have a great day.,12,Facebook,0.31,0
4801,Good luck on your exam tomorrow!,12,Twitter,0.34,0
4802,I love your new post!,10,Snapchat,0.35,0
4803,Good luck on your exam tomorrow!,16,Facebook,0.03,0
4804,"You're such a loser, go away!",18,Twitter,0.75,1
4805,"You're so ugly, no one likes you!",17,Facebook,0.62,1
4806,"You're worthless, just disappear.",10,TikTok,0.76,1
4807,"You're so ugly, no one likes you!",17,Facebook,0.96,1
4808,"You're such a loser, go away!",12,Instagram,0.88,1
4809,Nobody wants to be your friend.,10,Twitter,1.0,1
4810,You should just quit social media.,15,Facebook,0.89,1
4811,Nobody wants to be your friend.,13,Twitter,0.73,1
4812,I can't believe how dumb you are.,17,TikTok,0.65,1
4813,I can't believe how dumb you are.,14,TikTok,0.77,1
4814,Let's meet up this weekend.,10,Facebook,0.21,0
4815,"Hey, how's your day going?",17,Facebook,0.32,0
4816,"You're so ugly, no one likes you!",12,Instagram,0.53,1
4817,"Nice post! Just kidding, it's terrible.",18,Facebook,0.75,1
4818,"That was a fun game, well played!",17,Facebook,0.27,0
4819,I can't believe how dumb you are.,15,TikTok,1.0,1
4820,Let's meet up this weekend.,11,Snapchat,0.2,0
4821,You should just quit social media.,16,Facebook,0.68,1
4822,"You're worthless, just disappear.",16,Instagram,0.72,1
4823,That's a cool picture!,15,Twitter,0.11,0
4824,That's a cool picture!,17,TikTok,0.11,0
4825,"Hey, how's your day going?",17,Facebook,0.14,0
4826,I can't believe how dumb you are.,17,TikTok,0.82,1
4827,"Hey, how's your day going?",12,TikTok,0.13,0
4828,That's a cool picture!,18,Facebook,0.12,0
4829,"You're so ugly, no one likes you!",16,Facebook,0.88,1
4830,"That was a fun game, well played!",10,Twitter,0.15,0
4831,Let's meet up this weekend.,17,Twitter,0.15,0
4832,"You're such a loser, go away!",12,Twitter,0.92,1
4833,Good luck on your exam tomorrow!,13,Facebook,0.05,0
4834,Good luck on your exam tomorrow!,11,Twitter,0.11,0
4835,That's a cool picture!,13,Snapchat,0.12,0
4836,I love your new post!,10,Instagram,0.14,0
4837,I can't believe how dumb you are.,16,TikTok,0.53,1
4838,Let's meet up this weekend.,13,Facebook,0.35,0
4839,Nobody wants to be your friend.,11,Instagram,0.72,1
4840,Good luck on your exam tomorrow!,18,Facebook,0.13,0
4841,"Hey, how's your day going?",16,Instagram,0.08,0
4842,I can't believe how dumb you are.,11,Facebook,0.96,1
4843,Let's meet up this weekend.,15,Instagram,0.07,0
4844,"You're worthless, just disappear.",14,TikTok,0.5,1
4845,You should just quit social media.,14,Facebook,0.54,1
4846,"You're worthless, just disappear.",17,TikTok,0.51,1
4847,"Nice post! Just kidding, it's terrible.",10,TikTok,0.77,1
4848,Happy birthday! Hope you have a great day.,15,Facebook,0.03,0
4849,"That was a fun game, well played!",14,Instagram,0.33,0
4850,I can't believe how dumb you are.,13,Instagram,0.75,1
4851,"You're such a loser, go away!",12,TikTok,0.53,1
4852,"You're such a loser, go away!",15,Facebook,0.52,1
4853,You should just quit social media.,11,Twitter,0.77,1
4854,"You're such a loser, go away!",12,Facebook,0.69,1
4855,Nobody wants to be your friend.,11,Twitter,0.53,1
4856,Happy birthday! Hope you have a great day.,11,Facebook,0.24,0
4857,"Nice post! Just kidding, it's terrible.",18,Instagram,0.85,1
4858,"Nice post! Just kidding, it's terrible.",11,Instagram,0.69,1
4859,Let's meet up this weekend.,11,Facebook,0.08,0
4860,"You're worthless, just disappear.",15,Twitter,0.78,1
4861,"You're worthless, just disappear.",15,Facebook,0.63,1
4862,Happy birthday! Hope you have a great day.,11,Snapchat,0.0,0
4863,Good luck on your exam tomorrow!,14,Facebook,0.17,0
4864,I can't believe how dumb you are.,16,Facebook,0.66,1
4865,"You're worthless, just disappear.",11,Facebook,0.64,1
4866,"Hey, how's your day going?",14,Instagram,0.08,0
4867,"You're worthless, just disappear.",10,Instagram,0.53,1
4868,You should just quit social media.,13,Facebook,0.52,1
4869,Good luck on your exam tomorrow!,16,Twitter,0.09,0
4870,Let's meet up this weekend.,11,Twitter,0.27,0
4871,You should just quit social media.,15,TikTok,0.58,1
4872,"You're worthless, just disappear.",12,TikTok,0.84,1
4873,"You're worthless, just disappear.",14,Facebook,0.88,1
4874,That's a cool picture!,13,TikTok,0.24,0
4875,I love your new post!,16,Snapchat,0.26,0
4876,You should just quit social media.,11,Snapchat,0.67,1
4877,I can't believe how dumb you are.,16,Twitter,0.81,1
4878,I can't believe how dumb you are.,15,Snapchat,0.62,1
4879,"You're so ugly, no one likes you!",13,Instagram,0.99,1
4880,Good luck on your exam tomorrow!,10,Instagram,0.38,0
4881,Good luck on your exam tomorrow!,11,Instagram,0.23,0
4882,"You're worthless, just disappear.",11,Instagram,0.57,1
4883,"You're so ugly, no one likes you!",16,Twitter,0.58,1
4884,Nobody wants to be your friend.,15,Twitter,0.73,1
4885,"Nice post! Just kidding, it's terrible.",14,Instagram,0.81,1
4886,I can't believe how dumb you are.,17,Snapchat,0.84,1
4887,"You're so ugly, no one likes you!",10,Facebook,0.76,1
4888,Happy birthday! Hope you have a great day.,12,TikTok,0.29,0
4889,I love your new post!,13,Snapchat,0.18,0
4890,Nobody wants to be your friend.,13,Snapchat,0.94,1
4891,You should just quit social media.,10,Snapchat,0.67,1
4892,I love your new post!,10,Snapchat,0.24,0
4893,I can't believe how dumb you are.,15,TikTok,0.62,1
4894,Let's meet up this weekend.,14,Snapchat,0.33,0
4895,I can't believe how dumb you are.,15,Twitter,0.82,1
4896,That's a cool picture!,14,Snapchat,0.36,0
4897,I love your new post!,10,Snapchat,0.07,0
4898,"You're so ugly, no one likes you!",12,Facebook,0.81,1
4899,I can't believe how dumb you are.,13,Snapchat,0.58,1
4900,"You're such a loser, go away!",17,TikTok,0.9,1
4901,"You're such a loser, go away!",13,Twitter,0.9,1
4902,"You're worthless, just disappear.",10,Snapchat,1.0,1
4903,Let's meet up this weekend.,15,Snapchat,0.07,0
4904,That's a cool picture!,13,TikTok,0.06,0
4905,That's a cool picture!,11,Instagram,0.06,0
4906,"You're such a loser, go away!",16,Facebook,0.72,1
4907,That's a cool picture!,13,Twitter,0.01,0
4908,"That was a fun game, well played!",13,Instagram,0.15,0
4909,"That was a fun game, well played!",14,Twitter,0.39,0
4910,Nobody wants to be your friend.,14,Facebook,0.93,1
4911,"Nice post! Just kidding, it's terrible.",12,Twitter,0.7,1
4912,You should just quit social media.,15,Facebook,0.8,1
4913,"You're so ugly, no one likes you!",10,Twitter,0.57,1
4914,Let's meet up this weekend.,18,TikTok,0.39,0
4915,"Hey, how's your day going?",11,Facebook,0.3,0
4916,"You're so ugly, no one likes you!",10,Facebook,0.93,1
4917,I can't believe how dumb you are.,15,Instagram,0.68,1
4918,"You're worthless, just disappear.",18,Instagram,0.97,1
4919,I can't believe how dumb you are.,17,Twitter,0.55,1
4920,Nobody wants to be your friend.,12,Facebook,0.9,1
4921,I can't believe how dumb you are.,15,TikTok,0.76,1
4922,"You're worthless, just disappear.",10,Facebook,0.51,1
4923,"Nice post! Just kidding, it's terrible.",15,Twitter,0.89,1
4924,"Nice post! Just kidding, it's terrible.",15,Twitter,0.69,1
4925,Happy birthday! Hope you have a great day.,16,Instagram,0.19,0
4926,"Hey, how's your day going?",16,Twitter,0.27,0
4927,"Nice post! Just kidding, it's terrible.",10,Instagram,0.98,1
4928,"You're such a loser, go away!",11,Facebook,0.51,1
4929,"You're such a loser, go away!",15,Twitter,0.88,1
4930,"You're so ugly, no one likes you!",15,Twitter,0.76,1
4931,Nobody wants to be your friend.,13,Facebook,0.56,1
4932,Happy birthday! Hope you have a great day.,15,Facebook,0.04,0
4933,You should just quit social media.,13,Instagram,0.87,1
4934,I can't believe how dumb you are.,12,Facebook,0.89,1
4935,"You're worthless, just disappear.",16,TikTok,0.92,1
4936,Good luck on your exam tomorrow!,11,Instagram,0.39,0
4937,Good luck on your exam tomorrow!,17,Instagram,0.04,0
4938,"You're worthless, just disappear.",12,Instagram,0.67,1
4939,"You're worthless, just disappear.",18,Snapchat,0.7,1
4940,I love your new post!,13,Twitter,0.33,0
4941,"Nice post! Just kidding, it's terrible.",12,TikTok,0.93,1
4942,"You're such a loser, go away!",12,Twitter,0.71,1
4943,Happy birthday! Hope you have a great day.,17,Snapchat,0.2,0
4944,"You're so ugly, no one likes you!",11,TikTok,0.61,1
4945,Good luck on your exam tomorrow!,11,Twitter,0.11,0
4946,Nobody wants to be your friend.,14,Twitter,0.85,1
4947,"That was a fun game, well played!",12,TikTok,0.32,0
4948,"You're such a loser, go away!",18,Snapchat,0.73,1
4949,Let's meet up this weekend.,12,Snapchat,0.13,0
4950,That's a cool picture!,11,TikTok,0.38,0
4951,I love your new post!,15,Instagram,0.18,0
4952,"You're so ugly, no one likes you!",13,Facebook,0.69,1
4953,That's a cool picture!,10,Snapchat,0.26,0
4954,Good luck on your exam tomorrow!,18,Twitter,0.14,0
4955,Nobody wants to be your friend.,18,Facebook,0.79,1
4956,I love your new post!,11,TikTok,0.29,0
4957,You should just quit social media.,16,Twitter,0.66,1
4958,"Hey, how's your day going?",12,Facebook,0.3,0
4959,Good luck on your exam tomorrow!,15,TikTok,0.23,0
4960,"You're worthless, just disappear.",13,Snapchat,0.7,1
4961,You should just quit social media.,13,Snapchat,0.92,1
4962,"You're such a loser, go away!",16,Instagram,0.72,1
4963,"That was a fun game, well played!",11,Twitter,0.13,0
4964,Good luck on your exam tomorrow!,14,TikTok,0.27,0
4965,"You're worthless, just disappear.",12,Facebook,0.78,1
4966,Good luck on your exam tomorrow!,17,Twitter,0.09,0
4967,I can't believe how dumb you are.,16,Instagram,0.93,1
4968,"That was a fun game, well played!",17,Snapchat,0.06,0
4969,Nobody wants to be your friend.,10,Instagram,0.95,1
4970,"You're worthless, just disappear.",10,Twitter,0.77,1
4971,You should just quit social media.,18,Instagram,0.73,1
4972,"You're such a loser, go away!",15,TikTok,0.56,1
4973,You should just quit social media.,16,Instagram,1.0,1
4974,"You're such a loser, go away!",16,Twitter,0.66,1
4975,Let's meet up this weekend.,10,Twitter,0.26,0
4976,"That was a fun game, well played!",10,Twitter,0.25,0
4977,Let's meet up this weekend.,18,Twitter,0.2,0
4978,You should just quit social media.,18,Facebook,0.9,1
4979,"Nice post! Just kidding, it's terrible.",17,TikTok,0.52,1
4980,I love your new post!,15,Facebook,0.12,0
4981,I love your new post!,17,Facebook,0.36,0
4982,"You're such a loser, go away!",11,Instagram,0.69,1
4983,Let's meet up this weekend.,18,Twitter,0.29,0
4984,"Hey, how's your day going?",16,Facebook,0.01,0
4985,"Nice post! Just kidding, it's terrible.",18,Twitter,0.59,1
4986,"That was a fun game, well played!",14,Facebook,0.08,0
4987,You should just quit social media.,13,Facebook,0.99,1
4988,"Hey, how's your day going?",15,Snapchat,0.15,0
4989,I love your new post!,17,Facebook,0.26,0
4990,Happy birthday! Hope you have a great day.,11,Instagram,0.05,0
4991,"That was a fun game, well played!",12,Twitter,0.05,0
4992,Good luck on your exam tomorrow!,16,Instagram,0.08,0
4993,"Nice post! Just kidding, it's terrible.",13,Twitter,0.83,1
4994,"That was a fun game, well played!",15,Twitter,0.27,0
4995,"Hey, how's your day going?",13,Facebook,0.15,0
4996,You should just quit social media.,18,Instagram,0.9,1
4997,Happy birthday! Hope you have a great day.,14,TikTok,0.2,0
4998,Good luck on your exam tomorrow!,15,Instagram,0.15,0
4999,Happy birthday! Hope you have a great day.,17,Facebook,0.09,0
5000,Good luck on your exam tomorrow!,17,Facebook,0.12,0
5001,"Nice post! Just kidding, it's terrible.",10,Snapchat,0.58,1
5002,"You're worthless, just disappear.",12,Instagram,0.74,1
5003,I love your new post!,11,Snapchat,0.18,0
5004,"That was a fun game, well played!",14,Instagram,0.33,0
5005,I love your new post!,10,Snapchat,0.39,0
5006,You should just quit social media.,16,TikTok,0.64,1
5007,I can't believe how dumb you are.,14,Snapchat,0.76,1
5008,You should just quit social media.,15,Snapchat,0.81,1
5009,"You're worthless, just disappear.",15,Snapchat,0.51,1
5010,"You're so ugly, no one likes you!",10,Twitter,0.53,1
5011,"Hey, how's your day going?",15,TikTok,0.12,0
5012,"Hey, how's your day going?",12,TikTok,0.35,0
5013,"Nice post! Just kidding, it's terrible.",17,Instagram,0.84,1
5014,"That was a fun game, well played!",11,Snapchat,0.24,0
5015,"Nice post! Just kidding, it's terrible.",12,TikTok,0.65,1
5016,Let's meet up this weekend.,13,TikTok,0.39,0
5017,Let's meet up this weekend.,15,Twitter,0.36,0
5018,Happy birthday! Hope you have a great day.,16,Twitter,0.26,0
5019,"Nice post! Just kidding, it's terrible.",17,Facebook,0.56,1
5020,You should just quit social media.,17,Facebook,0.68,1
5021,"That was a fun game, well played!",12,Snapchat,0.12,0
5022,"Hey, how's your day going?",13,Facebook,0.22,0
5023,Nobody wants to be your friend.,10,Snapchat,0.92,1
5024,"Nice post! Just kidding, it's terrible.",10,Facebook,0.76,1
5025,Happy birthday! Hope you have a great day.,18,Instagram,0.05,0
5026,I love your new post!,12,Instagram,0.35,0
5027,Happy birthday! Hope you have a great day.,11,Twitter,0.15,0
5028,"You're such a loser, go away!",18,Snapchat,0.6,1
5029,"You're so ugly, no one likes you!",16,Instagram,0.69,1
5030,"That was a fun game, well played!",18,Twitter,0.04,0
5031,"You're such a loser, go away!",15,Snapchat,0.95,1
5032,Good luck on your exam tomorrow!,12,Instagram,0.02,0
5033,You should just quit social media.,16,Instagram,0.64,1
5034,"Hey, how's your day going?",18,Snapchat,0.23,0
5035,Good luck on your exam tomorrow!,13,Twitter,0.03,0
5036,I love your new post!,10,TikTok,0.3,0
5037,"That was a fun game, well played!",10,Snapchat,0.33,0
5038,Happy birthday! Hope you have a great day.,10,TikTok,0.26,0
5039,"You're such a loser, go away!",13,Instagram,0.51,1
